A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,S_INTLANGUAGE: Language in which interview was conducted,Q260: Sex,Q262: Age,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q279: Employment status,Q287: Social class (subjective),Q289: Religious denominations - major groups,Counts
2023,India,IN-PB Punjab,Urban,Hindi,Male,16,16-24,"Punjabi, Panjabi",Single,Middle,Student,Don't know,Other,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,16,16-24,"Punjabi, Panjabi",Single,Middle,Unemployed,Lower middle class,Other,2
2023,India,IN-PB Punjab,Urban,Hindi,Male,16,16-24,"Punjabi, Panjabi",Single,Middle,Unemployed,Upper class,Other,2
2023,India,IN-PB Punjab,Urban,Hindi,Male,17,16-24,"Punjabi, Panjabi",Single,Middle,Unemployed,Lower middle class,Catholic (Roman/Greek/etc),1
2023,India,IN-PB Punjab,Urban,Hindi,Male,17,16-24,"Punjabi, Panjabi",Single,Middle,Unemployed,Upper middle class,Other,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,18,16-24,"Punjabi, Panjabi",Single,Middle,Unemployed,Working class,Hindu,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,20,16-24,"Punjabi, Panjabi",Single,Higher,Unemployed,Upper middle class,Other,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,21,16-24,"Punjabi, Panjabi",Single,Higher,Unemployed,Lower middle class,Other,2
2023,India,IN-PB Punjab,Urban,Hindi,Male,22,16-24,"Punjabi, Panjabi",Single,Higher,Unemployed,Upper middle class,Muslim,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,24,16-24,"Punjabi, Panjabi",Single,Middle,Unemployed,Lower middle class,Other,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,26,25-34,"Punjabi, Panjabi",Married,Lower,Self employed,Working class,Hindu,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,27,25-34,"Punjabi, Panjabi",Married,Higher,Self employed,Upper class,Other,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,28,25-34,"Punjabi, Panjabi",Married,Middle,Full time (30 hours a week or more),Working class,Hindu,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,28,25-34,"Punjabi, Panjabi",Single,Higher,Self employed,Upper class,Other,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,28,25-34,"Punjabi, Panjabi",Single,Middle,Self employed,Working class,Other,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,29,25-34,Bengali; Bangla,Married,Middle,Self employed,Working class,Hindu,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,30,25-34,"Punjabi, Panjabi",Living together as married,Middle,Part time (less than 30 hours a week),Working class,Hindu,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,30,25-34,"Punjabi, Panjabi",Married,Lower,Self employed,Working class,Hindu,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,30,25-34,"Punjabi, Panjabi",Married,Middle,Part time (less than 30 hours a week),Upper middle class,Hindu,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,32,25-34,"Punjabi, Panjabi",Married,Lower,Full time (30 hours a week or more),Lower class,Hindu,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,32,25-34,"Punjabi, Panjabi",Married,Middle,Don't know,Lower middle class,Muslim,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,34,25-34,"Punjabi, Panjabi",Married,Higher,Part time (less than 30 hours a week),Lower middle class,Other,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,35,35-44,"Punjabi, Panjabi",Married,Middle,Self employed,Lower middle class,Other,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,36,35-44,"Punjabi, Panjabi",Living together as married,Higher,Full time (30 hours a week or more),Working class,Other,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,36,35-44,"Punjabi, Panjabi",Married,Higher,Self employed,Upper class,Hindu,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,39,35-44,"Punjabi, Panjabi",Married,Higher,Self employed,Upper middle class,Other,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,40,35-44,"Punjabi, Panjabi",Married,Higher,Self employed,Upper class,Hindu,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,41,35-44,"Punjabi, Panjabi",Married,Lower,Part time (less than 30 hours a week),Lower middle class,Hindu,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,41,35-44,"Punjabi, Panjabi",Married,Middle,Self employed,Lower middle class,Other,2
2023,India,IN-PB Punjab,Urban,Hindi,Male,42,35-44,"Punjabi, Panjabi",Married,Middle,Self employed,Lower middle class,Other,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,44,35-44,"Punjabi, Panjabi",Living together as married,Higher,Full time (30 hours a week or more),Lower middle class,Other,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,44,35-44,"Punjabi, Panjabi",Married,Higher,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,44,35-44,"Punjabi, Panjabi",Married,Middle,Self employed,Lower middle class,Other,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,50,45-54,"Punjabi, Panjabi",Married,Middle,Self employed,Upper class,Other,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,51,45-54,"Punjabi, Panjabi",Married,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,52,45-54,"Punjabi, Panjabi",Married,Middle,Don't know,Upper middle class,Other,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,56,55-64,"Punjabi, Panjabi",Married,Lower,Self employed,Lower middle class,Other,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,59,55-64,"Punjabi, Panjabi",Married,Middle,Unemployed,Lower middle class,Hindu,1
2023,India,IN-PB Punjab,Urban,Hindi,Male,61,55-64,"Punjabi, Panjabi",Married,Middle,Self employed,Upper class,Hindu,2
2023,India,IN-PB Punjab,Urban,Hindi,Male,90,65 and more years,"Punjabi, Panjabi",Married,Lower,Self employed,Lower middle class,Other,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,16,16-24,Telugu,Single,Lower,Student,Lower middle class,Hindu,2
2023,India,IN-TG Telangana,Rural,Hindi,Female,16,16-24,Telugu,Single,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,16,16-24,Telugu,Single,Middle,Student,Lower middle class,Hindu,3
2023,India,IN-TG Telangana,Rural,Hindi,Female,16,16-24,Telugu,Single,Middle,Student,Upper middle class,Hindu,2
2023,India,IN-TG Telangana,Rural,Hindi,Female,17,16-24,Telugu,Single,Lower,Student,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,17,16-24,Telugu,Single,Middle,Self employed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,17,16-24,Telugu,Single,Middle,Student,Lower middle class,Hindu,2
2023,India,IN-TG Telangana,Rural,Hindi,Female,17,16-24,Telugu,Single,Middle,Student,Working class,Hindu,2
2023,India,IN-TG Telangana,Rural,Hindi,Female,17,16-24,Telugu,Single,Middle,Unemployed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,18,16-24,Telugu,Single,Middle,Other,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,18,16-24,Telugu,Single,Middle,Student,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,19,16-24,Hindi,Single,Higher,Part time (less than 30 hours a week),Lower middle class,Muslim,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,20,16-24,Hindi,Single,Middle,Unemployed,Lower middle class,Muslim,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,20,16-24,Other,Living together as married,Lower,Unemployed,Lower middle class,Muslim,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,21,16-24,Telugu,Married,Higher,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,21,16-24,Telugu,Single,Higher,Student,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,22,16-24,Telugu,Separated,Middle,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,22,16-24,Telugu,Single,Higher,Student,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,23,16-24,Telugu,Married,Lower,Unemployed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,23,16-24,Telugu,Married,Middle,Other,Working class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,24,16-24,Telugu,Living together as married,Middle,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,25,25-34,Telugu,Married,Lower,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,28,25-34,Hindi,Single,Middle,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,28,25-34,Telugu,Living together as married,Lower,Self employed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,28,25-34,Telugu,Married,Higher,Self employed,Lower middle class,Catholic (Roman/Greek/etc),1
2023,India,IN-TG Telangana,Rural,Hindi,Female,28,25-34,Telugu,Married,Middle,Other,Working class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,28,25-34,Telugu,Widowed,Middle,Other,Working class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,29,25-34,Telugu,Married,Middle,Self employed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,30,25-34,Telugu,Married,Lower,Other,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,32,25-34,Hindi,Married,Middle,Homemaker not otherwise employed,Upper middle class,Muslim,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,32,25-34,Telugu,Living together as married,Middle,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,33,25-34,Telugu,Married,Middle,Full time (30 hours a week or more),Upper middle class,Catholic (Roman/Greek/etc),1
2023,India,IN-TG Telangana,Rural,Hindi,Female,34,25-34,Telugu,Married,Middle,Part time (less than 30 hours a week),Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,36,35-44,Telugu,Widowed,Lower,Other,Working class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,37,35-44,Telugu,Married,Lower,Unemployed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,37,35-44,Telugu,Single,Middle,Part time (less than 30 hours a week),Lower middle class,Catholic (Roman/Greek/etc),1
2023,India,IN-TG Telangana,Rural,Hindi,Female,40,35-44,Telugu,Married,Lower,Other,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,40,35-44,Telugu,Married,Lower,Other,Working class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,41,35-44,Telugu,Married,Lower,Homemaker not otherwise employed,Working class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,42,35-44,Telugu,Married,Middle,Unemployed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,43,35-44,Telugu,Married,Lower,Part time (less than 30 hours a week),Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,44,35-44,Hindi,Living together as married,Lower,Self employed,Lower middle class,Muslim,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,44,35-44,Telugu,Married,Middle,Part time (less than 30 hours a week),Lower middle class,Catholic (Roman/Greek/etc),1
2023,India,IN-TG Telangana,Rural,Hindi,Female,45,45-54,Telugu,Widowed,Lower,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,48,45-54,Telugu,Widowed,Middle,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,49,45-54,Telugu,Living together as married,Lower,Self employed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,49,45-54,Telugu,Married,Lower,Other,Working class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,50,45-54,Telugu,Living together as married,Lower,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,50,45-54,Telugu,Married,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,50,45-54,Telugu,Married,Lower,Other,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,51,45-54,Other,Married,Lower,Don't know,Lower middle class,Muslim,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,53,45-54,Telugu,Married,Lower,Self employed,Lower class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,54,45-54,Telugu,Married,Lower,Other,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,54,45-54,Telugu,Widowed,Lower,Self employed,Upper class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,55,55-64,Telugu,Widowed,Lower,Part time (less than 30 hours a week),Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,57,55-64,Telugu,Living together as married,Lower,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,57,55-64,Telugu,Widowed,Lower,Other,Working class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,58,55-64,Telugu,Living together as married,Lower,Self employed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,58,55-64,Telugu,Widowed,Lower,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,60,55-64,Telugu,Married,Lower,Unemployed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,62,55-64,Telugu,Widowed,Lower,Unemployed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,63,55-64,Telugu,Married,Lower,Unemployed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,67,65 and more years,Telugu,Married,Lower,Retired/pensioned,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,68,65 and more years,Telugu,Married,Lower,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,70,65 and more years,Telugu,Widowed,Lower,Unemployed,Lower class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,71,65 and more years,Other,Widowed,Lower,Unemployed,Lower class,Muslim,1
2023,India,IN-TG Telangana,Rural,Hindi,Female,74,65 and more years,Telugu,Married,Lower,Unemployed,Working class,Catholic (Roman/Greek/etc),1
2023,India,IN-TG Telangana,Rural,Hindi,Female,76,65 and more years,Telugu,Widowed,Lower,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,16,16-24,Other,Single,Middle,Student,Don't know,Muslim,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,16,16-24,Telugu,Single,Higher,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,16,16-24,Telugu,Single,Middle,Student,Lower middle class,Hindu,2
2023,India,IN-TG Telangana,Rural,Hindi,Male,16,16-24,Telugu,Single,Middle,Student,Working class,Hindu,4
2023,India,IN-TG Telangana,Rural,Hindi,Male,16,16-24,Telugu,Single,Middle,Unemployed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,17,16-24,Other,Single,Middle,Student,Lower middle class,Muslim,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,17,16-24,Telugu,Single,Higher,Student,Don't know,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,17,16-24,Telugu,Single,Middle,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,17,16-24,Telugu,Single,Middle,Student,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,17,16-24,Telugu,Single,Middle,Student,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,17,16-24,Telugu,Single,Middle,Student,Working class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,18,16-24,Telugu,Single,Middle,Student,Lower middle class,Hindu,3
2023,India,IN-TG Telangana,Rural,Hindi,Male,23,16-24,Telugu,Single,Higher,Homemaker not otherwise employed,Lower middle class,Catholic (Roman/Greek/etc),1
2023,India,IN-TG Telangana,Rural,Hindi,Male,23,16-24,Telugu,Single,Higher,Self employed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,24,16-24,Hindi,Single,Higher,Unemployed,Lower middle class,Muslim,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,24,16-24,"Punjabi, Panjabi",Single,Higher,Unemployed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,24,16-24,Telugu,Single,Higher,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,24,16-24,Telugu,Single,Higher,Self employed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,25,25-34,Other,Single,Middle,Unemployed,Lower middle class,Muslim,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,25,25-34,Telugu,Married,Higher,Self employed,Lower middle class,Hindu,2
2023,India,IN-TG Telangana,Rural,Hindi,Male,25,25-34,Telugu,Single,Higher,Unemployed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,26,25-34,Telugu,Married,Middle,Full time (30 hours a week or more),Working class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,27,25-34,Telugu,Living together as married,Higher,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,28,25-34,Telugu,Married,Higher,Other,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,28,25-34,Telugu,Single,Higher,Self employed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,28,25-34,Telugu,Single,Higher,Student,Working class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,30,25-34,Other,Married,Middle,Self employed,Upper middle class,Muslim,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,31,25-34,Telugu,Married,Middle,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,32,25-34,Telugu,Married,Lower,Unemployed,Lower class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,32,25-34,Telugu,Married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,33,25-34,Hindi,Married,Higher,Self employed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,33,25-34,Telugu,Married,Higher,Self employed,Lower middle class,Catholic (Roman/Greek/etc),1
2023,India,IN-TG Telangana,Rural,Hindi,Male,33,25-34,Telugu,Married,Middle,Self employed,Lower middle class,Hindu,2
2023,India,IN-TG Telangana,Rural,Hindi,Male,34,25-34,Telugu,Living together as married,Middle,Full time (30 hours a week or more),Working class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,35,35-44,Telugu,Married,Higher,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,35,35-44,Telugu,Married,Lower,Self employed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,36,35-44,Telugu,Living together as married,Lower,Full time (30 hours a week or more),Working class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,36,35-44,Telugu,Married,Higher,Self employed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,37,35-44,Telugu,Living together as married,Middle,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,37,35-44,Telugu,Married,Middle,Self employed,Lower class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,40,35-44,Other,Married,Lower,Self employed,Working class,Muslim,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,40,35-44,Telugu,Married,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,2
2023,India,IN-TG Telangana,Rural,Hindi,Male,40,35-44,Telugu,Married,Lower,Other,Working class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,40,35-44,Telugu,Married,Lower,Unemployed,Lower class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,41,35-44,Telugu,Living together as married,Lower,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,41,35-44,Telugu,Married,Lower,Self employed,Lower middle class,Hindu,2
2023,India,IN-TG Telangana,Rural,Hindi,Male,41,35-44,Telugu,Single,Middle,Don't know,Working class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,42,35-44,Telugu,Married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,44,35-44,Telugu,Married,Lower,Self employed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,46,45-54,Telugu,Married,Higher,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,46,45-54,Telugu,Married,Lower,Self employed,Lower class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,47,45-54,Telugu,Married,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,47,45-54,Telugu,Married,Lower,Self employed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,48,45-54,Telugu,Living together as married,Middle,Full time (30 hours a week or more),Working class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,48,45-54,Telugu,Married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,50,45-54,Telugu,Living together as married,Middle,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,52,45-54,Telugu,Married,Lower,Self employed,Working class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,52,45-54,Telugu,Married,Lower,Student,Working class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,54,45-54,Telugu,Living together as married,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,54,45-54,Telugu,Married,Lower,Retired/pensioned,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,57,55-64,Telugu,Married,Lower,Self employed,Lower middle class,Hindu,3
2023,India,IN-TG Telangana,Rural,Hindi,Male,57,55-64,Telugu,Married,Middle,Self employed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,59,55-64,Telugu,Married,Lower,Self employed,Working class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,59,55-64,Telugu,Married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,60,55-64,Telugu,Married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,66,65 and more years,Telugu,Married,Higher,Self employed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,69,65 and more years,Telugu,Living together as married,Lower,Retired/pensioned,Working class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,70,65 and more years,Telugu,Widowed,Lower,Retired/pensioned,Lower class,Catholic (Roman/Greek/etc),1
2023,India,IN-TG Telangana,Rural,Hindi,Male,73,65 and more years,Telugu,Living together as married,Lower,Retired/pensioned,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,76,65 and more years,Telugu,Widowed,Lower,Unemployed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Rural,Hindi,Male,77,65 and more years,Telugu,Living together as married,Lower,Retired/pensioned,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,16,16-24,Telugu,Single,Lower,Student,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,16,16-24,Telugu,Single,Middle,Student,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,17,16-24,Telugu,Single,Middle,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,17,16-24,Telugu,Single,Middle,Student,Upper middle class,Hindu,2
2023,India,IN-TG Telangana,Urban,Hindi,Female,18,16-24,Telugu,Single,Middle,Other,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,21,16-24,Telugu,Single,Higher,Other,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,23,16-24,Hindi,Single,Higher,Student,Lower middle class,Muslim,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,25,25-34,Hindi,Single,Higher,Unemployed,Upper middle class,Muslim,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,27,25-34,Telugu,Married,Higher,Self employed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,28,25-34,Telugu,Married,Higher,Self employed,Upper class,Hindu,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,30,25-34,Telugu,Married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,33,25-34,Telugu,Single,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,35,35-44,Telugu,Married,Middle,Full time (30 hours a week or more),Lower middle class,Catholic (Roman/Greek/etc),1
2023,India,IN-TG Telangana,Urban,Hindi,Female,36,35-44,Telugu,Married,Middle,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,38,35-44,Telugu,Married,Middle,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,40,35-44,Other,Married,Lower,Homemaker not otherwise employed,Lower middle class,Muslim,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,43,35-44,Telugu,Married,Middle,Homemaker not otherwise employed,Upper class,Hindu,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,45,45-54,Hindi,Married,Lower,Unemployed,Lower middle class,Muslim,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,46,45-54,Telugu,Married,Higher,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,49,45-54,Telugu,Married,Higher,Full time (30 hours a week or more),Upper class,Hindu,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,49,45-54,Telugu,Married,Lower,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,49,45-54,Telugu,Widowed,Middle,Unemployed,Upper middle class,Hindu,1
2023,India,IN-TG Telangana,Urban,Hindi,Female,53,45-54,Telugu,Widowed,Lower,Other,Lower middle class,Hindu,1
